Type of incident,Year,Date occurred,Region,Province,City_Municipality,Affected_Brgys,Affected_FAM,Affected_PERs,Evacuation (Cummulative),Evacuation (Now),"INSIDE_ECs_FAM
(Cummulative)","INSIDE_ECs_FAM
(Now)","INSIDE_ECs_PERs
(Cummulative)","INSIDE_ECs_PERs
(Now)","OUTSIDE_ECs_FAM
(Cummulative)","OUTSIDE_ECs_FAM
(Now)","OUTSIDE_ECs_PERs
(Cummulative)","OUTSIDE_ECs_PERs
(Now)",Destroyed houses,Partially damaged houses,Total,Region Code,Province Code,City_Municipality Code
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Magalang,3,56,236,3,0,56,0,236,0,0,0,0,0,5,0,5,PH030000000,PH035400000,PH035411000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Masantol,26,"13,836","66,245",24,0,515,0,"1,822",0,0,0,0,0,64,9,73,PH030000000,PH035400000,PH035412000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Mexico,20,519,"2,554",3,0,27,0,86,0,0,0,0,0,103,11,114,PH030000000,PH035400000,PH035413000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Minalin,15,"2,609","8,180",1,0,1,0,4,0,0,0,0,0,0,34,34,PH030000000,PH035400000,PH035414000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Porac,22,243,"1,176",3,0,20,0,85,0,0,0,0,0,1,202,203,PH030000000,PH035400000,PH035415000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,City of San Fernando (capital),22,"9,864","49,135",4,0,22,0,103,0,0,0,0,0,1,35,36,PH030000000,PH035400000,PH035416000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,San Luis,17,"5,348","22,661",5,0,491,0,"1,882",0,0,0,0,0,41,704,745,PH030000000,PH035400000,PH035417000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,San Simon,14,"22,631","37,107",6,0,104,0,463,0,0,0,0,0,24,309,333,PH030000000,PH035400000,PH035418000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Santa Ana,14,"1,349","6,509",1,0,1,0,4,0,0,0,0,0,29,364,393,PH030000000,PH035400000,PH035419000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Santa Rita,5,89,461,0,0,0,0,0,0,0,0,0,0,1,22,23,PH030000000,PH035400000,PH035420000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Santo Tomas,7,"1,940","7,379",3,0,86,0,325,0,0,0,0,0,0,0,0,PH030000000,PH035400000,PH035421000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Pampanga,Sasmuan (Sexmoan),12,257,"1,197",7,0,89,0,306,0,10,0,42,0,0,110,110,PH030000000,PH035400000,PH035422000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Anao,12,47,163,0,0,0,0,0,0,0,0,0,0,0,45,45,PH030000000,PH036900000,PH036901000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Bamban,15,244,"1,065",9,0,115,0,476,0,0,0,0,0,24,159,183,PH030000000,PH036900000,PH036902000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Camiling,48,827,"3,332",4,0,28,0,101,0,166,0,748,0,31,669,700,PH030000000,PH036900000,PH036903000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Capas,20,"1,848","8,257",0,0,0,0,0,0,0,0,0,0,79,1435,1514,PH030000000,PH036900000,PH036904000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Concepcion,19,154,771,1,0,10,0,54,0,7,0,36,0,36,113,149,PH030000000,PH036900000,PH036905000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Gerona,44,"1,012","3,838",0,0,0,0,0,0,0,0,0,0,96,916,1012,PH030000000,PH036900000,PH036906000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,La Paz,24,343,"1,460",0,0,0,0,0,0,0,0,0,0,42,295,337,PH030000000,PH036900000,PH036907000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Mayantoc,17,67,234,0,0,0,0,0,0,67,0,234,0,7,60,67,PH030000000,PH036900000,PH036908000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Moncada,21,193,611,4,0,90,0,314,0,0,0,0,0,4,103,107,PH030000000,PH036900000,PH036909000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Paniqui,23,184,606,2,0,19,0,93,0,0,0,0,0,9,166,175,PH030000000,PH036900000,PH036910000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Pura,15,407,"1,737",0,0,0,0,0,0,0,0,0,0,6,401,407,PH030000000,PH036900000,PH036911000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Ramos,10,500,"1,890",0,0,0,0,0,0,494,0,"1,871",0,12,488,500,PH030000000,PH036900000,PH036912000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,San Clemente,8,103,454,0,0,0,0,0,0,0,0,0,0,11,90,101,PH030000000,PH036900000,PH036913000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,San Jose,9,130,569,0,0,0,0,0,0,74,0,390,0,8,122,130,PH030000000,PH036900000,PH036918000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,San Manuel,15,148,631,0,0,0,0,0,0,0,0,0,0,0,95,95,PH030000000,PH036900000,PH036914000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Santa Ignacia,24,396,"1,658",0,0,0,0,0,0,0,0,0,0,30,366,396,PH030000000,PH036900000,PH036915000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,City of Tarlac (capital),34,609,"2,786",5,0,47,0,196,0,24,0,103,0,91,459,550,PH030000000,PH036900000,PH036916000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Tarlac,Victoria,26,"1,279","4,911",3,0,7,0,38,0,0,0,0,0,180,1040,1220,PH030000000,PH036900000,PH036917000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Botolan,3,135,676,3,0,46,0,160,0,80,0,516,0,1,134,135,PH030000000,PH037100000,PH037101000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Cabangan,2,5,15,2,0,5,0,15,0,0,0,0,0,0,4,4,PH030000000,PH037100000,PH037102000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Candelaria,6,92,288,6,0,92,0,288,0,0,0,0,0,0,53,53,PH030000000,PH037100000,PH037103000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Iba (capital),14,106,764,0,0,0,0,0,0,0,0,0,0,5,101,106,PH030000000,PH037100000,PH037105000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Masinloc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH030000000,PH037100000,PH037106000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Castillejos,5,46,138,5,0,46,0,138,0,0,0,0,0,0,0,0,PH030000000,PH037100000,PH037104000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Olongapo City,2,60,195,4,0,60,0,195,0,0,0,0,0,0,1,1,PH030000000,PH037100000,PH037107000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Palauig,5,27,97,5,0,22,0,75,0,5,0,22,0,0,0,0,PH030000000,PH037100000,PH037108000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales, San Antonio,2,11,50,2,0,7,0,25,0,4,0,25,0,0,8,8,PH030000000,PH037100000,PH037109000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,San Marcelino,3,8,43,3,0,8,0,43,0,0,0,0,0,0,7,7,PH030000000,PH037100000,PH037111000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,San Narciso,1,11,39,1,0,11,0,39,0,0,0,0,0,0,4,4,PH030000000,PH037100000,PH037112000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Santa Cruz,13,462,"1,632",13,0,462,0,"1,632",0,0,0,0,0,5,113,118,PH030000000,PH037100000,PH037113000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION III (CENTRAL LUZON),Zambales,Subic,2,39,134,1,0,39,0,134,0,0,0,0,0,0,6,6,PH030000000,PH037100000,PH037114000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Alitagtag,10,157,598,11,0,157,0,598,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041002000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Balayan,6,65,212,6,0,65,0,212,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041003000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Balete,5,163,556,7,0,134,0,482,0,29,0,74,0,0,0,0,PH040000000,PH041000000,PH041004000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Batangas City (capital),10,865,"3,073",14,0,865,0,"3,073",0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041005000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Bauan,19,246,"1,046",7,0,67,0,265,0,179,0,781,0,0,0,0,PH040000000,PH041000000,PH041006000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Calaca,13,313,"1,176",9,0,313,0,"1,176",0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041007000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Calatagan,4,102,389,4,0,102,0,389,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041008000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Cuenca,6,41,168,4,0,22,0,79,0,19,0,89,0,0,10,10,PH040000000,PH041000000,PH041009000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Ibaan,5,16,58,5,0,16,0,58,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041010000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Laurel,13,206,771,2,0,13,0,37,0,193,0,734,0,2,51,53,PH040000000,PH041000000,PH041011000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Lemery,7,138,550,8,0,138,0,550,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041012000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Lian,2,16,47,2,0,16,0,47,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041013000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Lipa City,7,48,219,7,0,48,0,219,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041014000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Lobo,10,129,469,15,0,129,0,469,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041015000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Mabini,2,23,108,4,0,23,0,108,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041016000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Malvar,2,2,10,2,0,2,0,10,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041017000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Mataas Na Kahoy,4,8,47,4,0,8,0,47,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041018000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Nasugbu,15,40,186,9,0,17,0,53,0,23,0,133,0,2,20,22,PH040000000,PH041000000,PH041019000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Padre Garcia,3,19,87,3,0,19,0,87,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041020000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Rosario,1,31,98,2,0,31,0,98,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041021000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,San Jose,1,16,65,1,0,16,0,65,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041022000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,San Juan,11,87,340,11,0,87,0,340,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041023000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,San Luis,2,52,152,3,0,52,0,152,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041024000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,San Nicolas,3,18,90,3,0,18,0,90,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041025000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,San Pascual,5,19,72,4,0,10,0,40,0,9,0,32,0,0,1,1,PH040000000,PH041000000,PH041026000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Santa Teresita,12,130,577,0,0,0,0,0,0,130,0,577,0,0,0,0,PH040000000,PH041000000,PH041027000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Santo Tomas,11,69,322,11,0,69,0,322,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041028000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Taal,4,112,383,8,0,112,0,383,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041029000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Talisay,8,91,352,3,0,69,0,262,0,22,0,90,0,0,17,17,PH040000000,PH041000000,PH041030000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,City of Tanauan,24,328,"1,268",10,0,135,0,469,0,193,0,799,0,3,81,84,PH040000000,PH041000000,PH041031000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Taysan,7,40,155,6,0,20,0,75,0,20,0,80,0,0,0,0,PH040000000,PH041000000,PH041032000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Batangas,Tingloy,4,16,75,4,0,16,0,75,0,0,0,0,0,0,0,0,PH040000000,PH041000000,PH041033000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Alfonso,4,53,197,5,0,53,0,197,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042101000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Amadeo,6,57,218,1,0,7,0,29,0,50,0,189,0,0,0,0,PH040000000,PH042100000,PH042102000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Bacoor,32,576,"2,375",36,0,576,0,"2,375",0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042103000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Carmona,10,134,607,10,0,134,0,607,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042104000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Cavite City,18,902,"3,337",27,0,823,0,"3,080",0,79,0,257,0,0,0,0,PH040000000,PH042100000,PH042105000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Dasmariñas,8,55,171,8,0,55,0,171,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042106000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Gen. Mariano Alvarez,8,63,425,5,0,63,0,425,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042123000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,General Emilio Aguinaldo,2,3,14,1,0,2,0,8,0,1,0,6,0,0,0,0,PH040000000,PH042100000,PH042107000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,General Trias,6,96,393,6,0,96,0,393,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042108000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Imus,20,361,"1,368",13,0,361,0,"1,368",0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042109000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Indang,1,19,62,1,0,19,0,62,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042110000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Kawit,11,170,702,14,0,170,0,702,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042111000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Maragondon,7,28,111,6,0,18,0,71,0,10,0,40,0,0,0,0,PH040000000,PH042100000,PH042113000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Mendez (MENDEZ-NUÑEZ),5,41,139,6,0,41,0,139,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042114000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Naic,7,97,409,5,0,97,0,409,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042115000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Noveleta,3,140,499,2,0,140,0,499,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042116000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Rosario,8,56,205,5,0,56,0,205,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042117000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Silang,12,175,708,13,0,175,0,708,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042118000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Tagaytay City,18,213,791,8,0,201,0,754,0,12,0,37,0,0,0,0,PH040000000,PH042100000,PH042119000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Tanza,9,159,570,5,0,159,0,570,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042120000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Ternate,8,323,"1,066",11,0,167,0,492,0,156,0,574,0,0,0,0,PH040000000,PH042100000,PH042121000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Cavite,Trece Martires City (capital),1,109,518,1,0,109,0,518,0,0,0,0,0,0,0,0,PH040000000,PH042100000,PH042122000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Alaminos,4,58,203,4,0,52,0,185,0,6,0,18,0,0,0,0,PH040000000,PH043400000,PH043401000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Bay,13,750,"2,921",30,7,746,162,"2,901",629,4,0,20,0,2,59,61,PH040000000,PH043400000,PH043402000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Biñan,19,"1,870","7,753",27,11,"1,865","1,085","7,729","4,193",5,0,24,0,0,0,0,PH040000000,PH043400000,PH043403000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Cabuyao,9,393,"1,432",14,9,393,171,"1,432",688,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043404000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,City of Calamba,37,"4,007","14,853",59,16,"3,885",509,"14,190","1,859",122,0,663,0,155,523,678,PH040000000,PH043400000,PH043405000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Calauan,36,"2,749","9,913",9,0,105,0,395,0,2,0,8,0,0,0,0,PH040000000,PH043400000,PH043406000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Cavinti,1,15,58,0,0,0,0,0,0,15,0,58,0,0,0,0,PH040000000,PH043400000,PH043407000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Famy,9,82,308,7,0,29,0,137,0,53,0,171,0,0,0,0,PH040000000,PH043400000,PH043408000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Kalayaan,3,140,375,7,0,140,0,375,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043409000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Liliw,16,200,728,16,0,152,0,541,0,48,0,187,0,0,0,0,PH040000000,PH043400000,PH043410000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Los Baños,13,299,"1,189",14,5,299,76,"1,189",297,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043411000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Luisiana,8,15,61,4,0,9,0,34,0,6,0,27,0,0,0,0,PH040000000,PH043400000,PH043412000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Lumban,5,61,221,4,0,60,0,215,0,1,0,6,0,0,0,0,PH040000000,PH043400000,PH043413000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Mabitac,9,124,435,13,0,118,0,409,0,6,0,26,0,0,0,0,PH040000000,PH043400000,PH043414000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Magdalena,8,62,214,8,0,58,0,197,0,4,0,17,0,0,0,0,PH040000000,PH043400000,PH043415000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Paete,7,156,555,3,0,142,0,483,0,14,0,72,0,4,56,60,PH040000000,PH043400000,PH043418000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Pagsanjan,5,29,97,5,0,29,0,97,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043419000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Pakil,4,104,483,2,1,80,24,386,82,24,0,97,0,0,0,0,PH040000000,PH043400000,PH043420000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Pangil,3,54,170,3,0,54,0,170,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043421000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Pila,11,87,297,16,6,87,38,297,130,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043422000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Rizal,4,16,81,4,0,16,0,81,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043423000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,San Pablo City,20,305,"1,147",24,0,305,0,"1,147",0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043424000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,San Pedro,7,356,"1,598",8,5,356,206,"1,598",904,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043425000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Santa Cruz (capital),15,"1,668","6,294",23,15,"1,664",580,"6,269","2,322",4,0,25,0,13,145,158,PH040000000,PH043400000,PH043426000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Santa Maria,8,52,181,7,1,52,4,181,19,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043427000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,City of Santa Rosa,13,"1,261","5,364",39,6,"1,261",503,"5,363","2,339",0,0,0,0,0,0,0,PH040000000,PH043400000,PH043428000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Siniloan,10,248,942,12,0,248,0,942,0,0,0,0,0,28,719,747,PH040000000,PH043400000,PH043429000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Laguna,Victoria,8,566,"1,986",3,0,117,0,394,0,449,0,"1,592",0,0,8,8,PH040000000,PH043400000,PH043430000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Agdangan,10,83,346,10,0,78,0,332,0,5,0,14,0,0,5,5,PH040000000,PH045600000,PH045601000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Alabat,12,587,"2,083",25,0,420,0,"1,430",0,167,0,653,0,0,0,0,PH040000000,PH045600000,PH045602000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Atimonan,24,914,"2,985",48,0,896,0,"2,957",0,18,0,28,0,0,33,33,PH040000000,PH045600000,PH045603000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Buenavista,29,"2,084","8,646",48,0,724,0,"2,811",0,"1,360",0,"5,835",0,38,686,724,PH040000000,PH045600000,PH045605000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Burdeos,13,"3,086","12,104",23,0,530,0,"2,335",0,"2,556",0,"9,769",0,227,895,1122,PH040000000,PH045600000,PH045606000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Calauag,42,"2,813","10,169",45,0,"2,758",0,"9,931",0,45,0,170,0,0,0,0,PH040000000,PH045600000,PH045607000
